titulo,sinopse
O Passageiro,"Durante o seu trajeto usual de volta para casa, um vendedor de seguros (Liam Neeson) é forçado por uma estranha misteriosa (Vera Farmiga) a descobrir a identidade de um dos passageiros do trem em que se encontra antes da última parada. Com a rotina quebrada, o homem se encontra no meio de uma conspiração criminosa."
15h17 - Trem para Paris,"Quando um terrorista invade o trem n° 9364 da Thalys a caminho de Paris, três amigos norte-americanos - Anthony Sadler, Alex Skarlatos e o piloto da Força Aérea Spencer Stone - se esforçam para imobilizar o extremista, armado com um fuzil AK-47, e evitar uma enorme tragédia."
Torquato Neto - Todas as Horas do Fim,"Documentário sobre a trajetória de vida do poeta, cineasta, compositor e jornalista Torquato Neto. O longa-metragem acompanha da infância do artista em Teresina, sua cidade natal, até seu aniversário de 28, quando tirou sua própria vida após deixar colaborações indeléveis em movimentos artísticos como a Tropicália. O ator Jesuíta Barbosa dá vida a poemas e outros escritos de Torquato."
A Imagem da Tolerância,"A dupla de cineastas Joana Mariani e Paula Trabulusi indaga uma reflexão à partir da ampla simbologia por trás da imagem de Nossa Senhora Aparecida, que possui devotos diversos e uma infinidade de significados para cada um deles. Dispostas a questionar as variáveis dessa devoção, elas convocam entrevistas com pessoas públicas e privadas para ouvir suas histórias de fé, espiritualidade e, principalmente, tolerância."
Daphne,"Londres, Inglaterra. Aos 31 anos, Daphne (Emily Beecham) constantemente tem a sensação assustadora de que sua vida está parada, pois se sente jovem demais para se estabelecer e velha demais para ficar zoando por aí. Para distrair, ela mantém os dias e as noites ocupadao com pessoas, amigos e amantes. Certa noite, um assalto violento a força a confrontar esse limbo existencial, analisando de perto a pessoa que se tornou."
O Filho Uruguaio,"Há quatro anos, o filho de Sylvie (Isabelle Carré), Felipe (Dylan Cortes), foi sequestrado pelo pai uruguaio logo após do divórcio do casal. Decepcionada com a polícia francesa, que chegou a fazer o rastreamento, mas os deixou escapar, ela decide fazer justiça com as próprias mãos e aporta na América do Sul para recuperar o menino com o auxílio de um assistente social (Ramzy Bedia)."
A Número Um,"Emmanuelle Blachey (Emmanuelle Devos) é uma dedicada executiva numa renomada empresa francesa. Ela passou toda a sua carreira tentando não trazer à tona e usar ao seu favor a real dicotomia trabalhista que existe entre homens e mulheres. Contudo, ao encontrar uma barreira misógina para subir profissionalmente e com uma série de problemas pessoais, ela parece não ter outra opção."
Pra Ficar na História,"Desde jovem, Luiz Henrique Fitarelli passou a colecionar objetos relacionados à imigração italiana. Neto de italianos e, apaixonado por história, aos poucos passou a também comprar casas abandonadas. Com elas, construiu uma vila típica do final do século XIX, que se tornou um museu a céu aberto. O documentário acompanha a viagem de Fitarelli à Itália para buscar suas origens e discute a preservação das memórias."
Santoro - O Homem e sua Música,"Vida e obra do compositor e maestro Claudio Santoro, com meio século de carreira em música erudita e eletrônica, um dos expoentes do gênero no Brasil."
Uma Espécie de Família,"A médica Malena (Bárbara Lennie) decide adotar um bebê. Ela encontra uma mulher grávida, com dificuldades financeiras, disposta a entregar o bebê para uma família adotiva. Chegado o dia do parto, Malena está presente para acolher o novo filho, mas ela se surpreende quando a família da mãe biológica exige uma grande quantia de dinheiro para concluir o processo de adoção. A médica deve ceder à chantagem?"
Tomb Raider - A Origem,"Aos 21 anos, Lara Croft (Alicia Vikander) leva a vida fazendo entregas de bicicleta pelas ruas de Londres, se recusando a assumir a companhia global do seu pai desaparecido (Dominic West) há sete anos, ideia que ela se recusa a aceitar. Tentando desvendar o sumiço do pai, ela decide largar tudo para ir até o último lugar onde ele esteve e inicia uma perigosa aventura numa ilha japonesa."
Maria Madalena,"A história de uma das figuras mais enigmáticas e incompreendidas da história bíblica: Maria Madalena (Rooney Mara). Em busca de uma nova maneira de viver, contrariando as pressões da sociedade, sua família e o machismo de alguns apóstolos, a jovem pescadora junta-se a Jesus de Nazaré (Joaquin Phoenix) em sua incansável missão de propagar a fé."
12 Heróis,"Após os atentados de 11 de setembro de 2001, o capitão Mitch Nelson (Chris Hemsworth) decide abandonar o posto de escritório recém-conquistado para retomar à ação. Ao lado de seu batalhão das Forças Especiais dos Estados Unidos, ele assume a responsabilidade se formar a primeira equipe a operar no Afeganistão após os ataques ao World Trade Center. Baseado em fatos reais."
Em Pedaços,"Após cumprir pena por tráfico de drogas, o turco Nuri Sekerci (Numan Acar) leva uma vida amorosa e tranquila com a esposa Katja Sekerci (Diane Kruger) e o filho Rocco na Alemanha. Certo dia ele e o menino estão no escritório e morrem vítimas de uma explosão criminosa, tragédia que deixa Katja sem chão. Ela batalha na justiça pela punição dos culpados, um casal neonazista, e, insatisfeita com o desenrolar do caso, decide pela vingança com as próprias mãos."
A Luta do Século,Um retrato aprofundado sobre a maior rivalidade do boxe brasileiro e sobre o histórico de lutas (com três vitórias para cada um) que inscreveu o nome dos lutadores Luciano Todo Duro e Reginaldo Holyfield na história do esporte no Brasil. É também uma análise minuciosa sobre a luta que os dois boxeadores tiveram que travar contra as dificuldades da vida.
Amante por um Dia,"Após um duro término de namoro, Jeanne (Esther Garrel) busca abrigo na casa do pai (Éric Caravaca), um professor universitário. Estabelecida, a jovem extremamente abatida pela separação descobre que a nova namorada dele tem a sua idade e, superado o choque inicial, as duas passam a compartilhar segredos."
O Cravo e a Rosa,"Retrata os 60 anos de carreira de Rosamaria Murtinho e Mauro Mendonça, nomes de grande representatividade no teatro brasileiro. Além de passar a limpo a vida profissional dos autores, o documentário mostra ainda parte da história dos amigos artistas que cruzaram a vida dos dois nesse tempo em atividade."
Western,"Um grupo de trabalhadores alemães da construção civil iniciam uma jornada de trabalho dura em uma remota região rural bulgária. No local, enquanto o senso de aventura dos homens aparece, eles também são confrontados com seu próprio preconceito e pela desconfiança devido à barreira da língua e às diferenças culturais. Mas tudo se itensifica quando passam a competir por reconhecimento."
"Híbridos, os Espíritos do Brasil","O documentário faz um estudo experimental e etnográfico sobre os cultos religiosos do Brasil atual. Além disso, é também uma pesquisa sobra as formas de fazer cinema hoje e o desafio de representar o que é, aparentemente, invisível."
Imagens do Estado Novo 1937-45,"Uma reavaliação da herança deixada do período ditatorial de Getúlio Vargas através de materiais de arquivo, analisando suas fontes de inspiração externas, contradições e formas de funcionamento."
O Silêncio da Noite é Que Tem Sido Testemunha das Minhas Amarguras,"A poesia da vida cotidiana das pessoas que vivem nas cidades de São José do Egito e Ouro Velho e Prata, que fazem fronteira com Pernambuco e Paraíba, respectivamente. Um povo cercado por histórias poéticas e de cantoria. Uma memória aos vates do sertão que enche o local com música e poesia."
Círculo de Fogo: A Revolta,"Filho de Stacker Pentecost (Idris Elba), responsável pelo comando do programa Jaeger, Jake (John Boyega) era um promissor talento do programa de defesa, mas abandonou o treinamento e entrou no mundo do crime ao vasculhar ferros-velhos em busca de peças de robôs abandonados. Perseguido após não encontrar uma peça valiosa, ele encontra o esconderijo da jovem Amara (Cailee Spaeny), que clandestinamente está construindo um Jaeger de porte pequeno. Ambos tentam fugir usando o robô, mas acabam sendo capturados. Para escapar da prisão, eles são enviados ao treinamento de pilotos Jaeger. Lá Jake reencontra sua irmã de criação Mako (Rinko Kikuchi), uma heroína da época do combate contra os kaiju, que tenta lhe ajudar a se areadaptar ao ambiente militar."
Pedro Coelho,"Pedro Coelho é um animal rebelde que apronta todas no quintal e até dentro da casa do Mr. McGregor (Domhnall Gleeson), com quem trava uma dura batalha pelo carinho da amante de animais Bea (Rose Byrne)."
Por Trás dos Seus Olhos,"Gina (Blake Lively) perdeu a visão quando era criança, após um acidente grave. Acostumada à deficiência, ela vive com o marido James (Jason Clarke) na Tailândia, graças a uma promoção que ele recebeu. Gina é completamente dependente do marido, numa situação que agrada a ambos. Um dia, um médico decide testar uma nova cirurgia em Gina, que permitiria resgatar a visão de um dos olhos. Ao aceitar o procedimento, ela finalmente descobre um mundo novo, munida da vontade de viver várias experiências de que foi privada a vida inteira. Logo, a independência de Gina põe o casamento em risco."
A Livraria,"No final da década de 50, uma mulher (Emily Mortimer) recém-chegada em uma pacata cidade do litoral da Inglaterra decide abrir uma livraria. Contudo, sua iniciativa é vista com maus olhos pela conservadora comunidade local, que passa a se opor tanto a ela quanto ao seu negócio, obrigando-a lutar por seu estabelecimento."
A Odisseia,"O aventureiro oceânico e cineasta francês Jacques-Yves Cousteau (Lambert Wilson) larga a vida na terra ao embarcar em uma grande viagem no imenso navio Calypso, sua nova casa. Com o passar dos anos, no entanto, seu amor pelo mundo submerso - e principalmente suas possibilidades de negócios - relega a segundo plano a mulher (Audrey Tautou) e os filhos. Após crescer ressentido num internato, Phillippe (Pierre Niney) volta a bordo apesar da péssima relação com o pai e os dois precisam superar as diferenças e mágoas para sobreviver em mares gelados."
A Melhor Escolha,"Anos depois de terem levado Meadows (Steve Carell) para a prisão, os marinheiros Buddusky (Bryan Cranston) e Mulhall (Laurence Fishburne recebem uma ligação do velho amigo pedindo que ambos o ajudem a trazer para casa o corpo do filho que foi morto na Guerra do Iraque."
Soldados do Araguaia,"Durante o período de ditadura militar no Brasil, um grupo de soldados de baixa patente foi enviado para a Amazônia a fim de exterminar a chamada Guerrilha do Araguaia, um movimento de luta armada que era contra a ditadura. Depois de quarenta anos, os sobreviventes desta missão relatam pela primeira vez suas experiências em combate."
O Caso do Homem Errado,"Júlio César de Melo Pinto, o operário negro que foi executado em Porto Alegre pela Polícia Militar, nos anos 1980. A história do jovem é contada através de depoimentos como o de Ronaldo Bernardi, o fotógrafo que fez as imagens que tornaram o caso conhecido, o da viúva do operário, Juçara Pinto, e de nomes respeitados da luta pelos direitos humanos e do movimento negro no Brasil."
Château - Paris,"Charles (Jacky Ido) é um francês de origem africana, que passa o dia pelas ruas do bairro popular de Château D'Eau, em Paris, onde se cruzam pessoas de todas as origens: chineses, indianos, senegaleses, nigerianos... Ele tem a função de atrair novos clientes aos salões de beleza da região, especializados em penteados afro e cosméticos para a pele negra. No entanto, Charles sofre a concorrência de outro grupo, disputando a mesma clientela do bairro. Enquanto decide como conseguir mais dinheiro, ele sonha em abrir o seu próprio salão."
