"Codigo da obra";"Titulo Original";"Titulo no Brasil";"Ano de produc?o";"Diretor";"Raz?o Social do Requerente";"CNPJ Requerente";"Data de liberac?o p exibic?o"
"15003816";"NYMPHOMANIAC: VOL. I";"NINFOMANÍACA: VOLUME 1";"2013";"LARS VON TRIER";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"13-DEC-13"
"15008415";"ELLE S'EN VA";"ELA VAI";"2012";"EMMANUELLE BERCOT";" ESFERA PRODUÇÕES CULTURAIS EIRELI - EPP";"11.579.388/0001-43";"08-NOV-13"
"723167";"ALEMÃO";"ALEMÃO";"2014";"JOSE EDUARDO BELMONTE DOS SANTOS";"CAMISA TREZE CULTURAL LTDA";"05.387.293/0001-25";"25-FEB-14"
"15005220";"THERESE DESQUEYROUX";"THERESE D";"2012";"CLAUDE MILLER";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"10-FEB-17"
"16001459";"ASIAN SEX SLAVES";"ESCRAVAS SEXUAIS ASIATICAS";"2006";"HILLIAN H";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"04-SEP-13"
"712785";"SATYRIANAS, 78HORAS EM 78 MIN";"SATYRIANAS, 78HORAS EM 78 MIN";"2011";"DANIEL GAGGINI";"VITRINE FILMES EIRELI - ME";"11.620.976/0001-83";"02-AUG-13"
"14026740";"22 JUMP STREET";"ANJOS DA LEI 2";"2014";"PHIL LORD, CHRISTOPHER MILLER";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"30-APR-14"
"16001718";"WHITE BOOTY WORSHIP";"TESÃO INTER-RACIAL";"2008";"L.T.";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"18-JAN-17"
"15007159";"VOUS N'AVEZ ENCORE RIEN VU";"VOCÊS AINDA NÃO VIRAM NADA!";"2012";"ALAIN RESNAIS";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"04-JAN-13"
"15006511";"CHRZEST";"O BATISMO";"2010";"MARCIN WRONA";"FREDERICO DA CRUZ MACHADO - ME";"03.553.092/0001-25";"13-SEP-14"
"14026677";"RIO 2";"RIO 2";"2014";"CARLOS SALDANHA";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"10-APR-14"
"724455";"DREAM CATCHERS";"DREAM CATCHERS";"2014";"GABRIEL MOURA SANTANA FREIRE";"GABRIEL MOURA SANTANA FREIRE";"034.865.585-10";"03-JUN-15"
"15001190";"THE GRAND BUDAPEST HOTEL";"O GRANDE HOTEL BUDAPESTE";"2014";"WES ANDERSON";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"26-MAY-14"
"696195";"NEW  CHICS  CUM FIRST  4";"NINFOMANIACAS 4";"2006";"JOHN STRONG";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"06-DEC-12"
"15000107";"THE BOOK OF LIFE";"FESTA NO CÉU";"2014";"JORGE R. GUTIERREZ";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"15-OCT-14"
"13549";"SEJA O QUE DEUS QUISER";"SEJA O QUE DEUS QUISER";"2002";"MURILO NAVARRO DE SALLES";"DISTRIBUIDORA DE FILMES S/A RIOFILME";"68.610.302/0001-15";"15-OCT-03"
"3819";"O CUPIDO TRAPALHÃO";"O CUPIDO TRAPALHÃO";"2003";"PAULO ARAGÃO E ALEXANDRE BOURY";"DILER & ASSOCIADOS LTDA";"00.291.470/0001-51";"13-NOV-03"
"15203";"MOACIR ARTE BRUTA";"MOACIR ARTE BRUTA";"2005";"WALTER CARVALHO";"REPÚBLICA PUREZA FILMES LTDA.";"01.369.211/0001-69";"12-APR-06"
"11036";"BRILHA LA LUNA";"BRILHA LA LUNA";"2003";"PIETRO SARGENTELLI";"CINEMA FILMES LTDA";"60.043.411/0001-96";"26-MAY-03"
"11873";"BASIC";"VIOLAÇÃO DE CONDUTA";"2003";"JOHN MCTIERNAN";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"12-SEP-03"
"4863";"THE MISSING";"OS DESAPARECIDOS";"2003";"RON HOWARD";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"14-NOV-03"
"15001165";"DUPLEX";"DUPLEX";"2003";"DANNY DEVITO";"EBA EMPRESA BRASILEIRA DE AUDIOVISUAL S/A";"01.610.349/0001-08";"17-NOV-03"
"5818";"CRIMSON GOLD";"OURO CARMIN";"2003";"JAFAR PANAHI";"CIRCUITO CINEARTE LTDA";"01.425.583/0001-65";"26-JAN-04"
"5824";"JAMES JOURNEY TO THE JERUSALEM";"JORNADA DE JAMES PARA JERUSALEM";"2002";"R A ANAN ALEXANDROWICZ";"CIRCUITO CINEARTE LTDA";"01.425.583/0001-65";"28-MAY-04"
"11871";"ALIEN VS PREDATOR";"ALIEN VS PREDADOR";"2004";"PAUL W.S. ANDERSON";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"20-AUG-04"
"4715";"DEAR FRANKIE";"QUERIDO FRANKIE";"2004";"SHONA AUERBACH";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"29-NOV-04"
"7638";"WHISKY";"WHISKY";"2003";"JUAN PABLO REBELLA E PABLO STOLL";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"25-NOV-04"
"13613";"BOOGEYMAN";"O PESADELO";"2004";"STEPHEN T. KAY";"CANNES PRODUÇÕES S/A";"72.672.017/0001-04";"11-FEB-05"
"11887";"FANTASTIC FOUR";"QUARTETO FANTÁSTICO";"2005";"TIM STORY";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"27-JUN-05"
"14025470";"CONSTANT GARDENER, THE";"O JARDINEIRO FIEL";"2005";"FERNANDO MEIRELLES";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"05-OCT-05"
"15058";"PEAU D'ANE";"PELE DE ASNO";"1970";"JACQUES DEMY";"ESTAÇÃO CINEMA E CULTURA LTDA";"02.745.624/0001-63";"11-NOV-05"
"16004009";"MUNICH";"MUNIQUE";"2005";"STEVEN SPIELBERG";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"05-JAN-06"
"15168";"O SOL, CAMINHANDO CONTRA O VENTO";"O SOL, CAMINHANDO CONTRA O VENTO";"2005";"MARIA TERESA PORCIUNCULA MORAES (TETÊ MORAES)";"VEMVER BRASIL - PRODUÇÕES AUDIOVISUAIS LTDA";"28.247.971/0001-50";"23-FEB-06"
"15006253";"JOHN TUCKER MUST DIE";"TODAS CONTRA JOHN";"2006";"BETTY THOMAS";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"05-APR-11"
"15008828";"TSOTSI";"INFÂNCIA ROUBADA";"2005";"GAVIN HOOD";"CANNES PRODUÇÕES S/A";"72.672.017/0001-04";"04-SEP-06"
"15004365";"BRIDGE TO TERABITHIA";"PONTE PARA TERABÍTIA";"2007";"GABOR CSUPO";"AB INTERNACIONAL ENTRETENIMENTO LTDA. (BAIXADA)";"57.695.371/0001-52";"26-JAN-07"
"168460";"ZODIAC";"ZODÍACO";"2007";"DAVID FINCHER";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"19-APR-07"
"16004427";"CROSSING THE BRIDGE: THE SOUND OF ISTANBUL";"ATRAVESSANDO A PONTE: O SOM DE ISTAMBUL";"2005";"FATIH AKIN";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"06-JUN-07"
"214803";"MENINAS REBELDES";"MENINAS REBELDES";"2006";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"21-SEP-07"
"16005467";"11TH HOUR";"A ÚLTIMA HORA";"2007";"LEILA CONNERS E NADIA CONNERS";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"29-JUL-10"
"223131";"CONVERSATIONS WITH MY GARDENER";"CONVERSAS COM MEU JARDINEIRO";"2007";"JEAN BECKER";"VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA";"31.179.864/0001-46";"13-DEC-07"
"251529";"PARABÉNS PRA VOCÊ";"PARABÉNS PRA VOCÊ";"2007";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"10-JUN-09"
"243050";"JOHN RAMBO";"RAMBO IV";"2008";"SYLVESTER STALLONE";"RIMO S.A.";"67.562.884/0001-49";"14-JAN-08"
"252812";"CHEGA DE SAUDADE";"CHEGA DE SAUDADE";"2007";"LAIS BODANZKY";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"16-SEP-08"
"16000556";"THE EYE";"O OLHO DO MAL";"2008";"XAVIER PALUD";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"22-FEB-08"
"252641";"THE  ASS WATCHER  4";"O  APRECIADOR DE TRASEIROS";"2005";"PAT MYNE";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"04-MAR-08"
"252669";"IBIZA FEVER";"FEBRE EM IBIZA";"2005";"ANDREA MORANTY";"F. J. CINES LTDA";"61.574.109/0001-27";"12-MAR-08"
"16005843";"FUNNY GAMES";"VIOLÊNCIA GRATUITA";"2007";"MICHAEL HANEKE";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"28-MAR-08"
"16000784";"WHAT HAPPENS IN VEGAS";"JOGO DE AMOR EM VEGAS";"2008";"TOM VAUGHAN";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"21-MAY-08"
"280212";"S.O.S. SEX ON SNOW";"S.O.S. SEXO NA NEVE";"2007";"JEAN YVES LÊ CASTEL";"F. J. CINES LTDA";"61.574.109/0001-27";"20-JUN-08"
"321215";"2 GATAS PARA CADA HOMEM";"2 GATAS PARA CADA HOMEM";"2008";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"14-NOV-08"
"16005407";"BE KIND, REWIND";"REBOBINE, POR FAVOR";"2008";"MICHEL GONDRY";"CANNES PRODUÇÕES S/A";"72.672.017/0001-04";"26-JUN-08"
"321251";"ILHA DO PRAZER";"ILHA DO PRAZER";"2008";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"14-NOV-08"
"299183";"BEZERRA DE MENEZES - O DIÁRIO DE UM ESPÍRITO";"BEZERRA DE MENEZES - O DIÁRIO DE UM ESPÍRITO";"2008";"GLAUBER SANTOS PAIVA FILHO";"ASSOCIACAO ESTACAO DA LUZ";"06.139.069/0001-87";"26-AUG-08"
"297131";"CIVIC DUTY";"PARANÓIA AMERICANA";"2006";"JEFF RENFROE";"RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA";"07.949.581/0001-51";"01-SEP-08"
"388453";"À MARGEM DO LIXO";"À MARGEM DO LIXO";"2008";"EVALDO SERGIO VINAGRE MOCARZEL";"RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.";"08.331.280/0001-22";"25-OCT-10"
"314589";"HOT PROPERTY";"A MANSÃO DA VOLÚPIA";"2005";"PAUL THOMAS";"F. J. VIDEO LTDA";"53.625.075/0001-24";"17-OCT-08"
"16005876";"GOMORRA";"GOMORRA";"2008";"MATTEO GARRONE";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"28-NOV-08"
"16004101";"DUPLICITY";"DUPLICIDADE";"2009";"TONY GILROY";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"01-APR-09"
"379609";"THE CRIMSON WING: MISTERY OF THE FLAMINGOS";"GRANDE BALÉ VERMELHO: O MISTÉRIO DOS FLAMINGOS";"2008";"MATTHEW AEBERHARD";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"02-JUL-09"
"16006132";"PLANET 51";"PLANETA 51";"2009";"JAVIER ABAD;JORGE BLANCO";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"18-SEP-09"
"408051";"O HOMEM QUE ENGARRAFAVA NUVENS";"O HOMEM QUE ENGARRAFAVA NUVENS";"2008";"LIRIO DA SILVA FERREIRA NETO";"SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA)";"01.216.636/0001-38";"11-JAN-10"
"416550";"GATAS DA LAJE";"GATAS DA LAJE";"2009";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"07-APR-10"
"441880";"AS MELHORES COISAS DO MUNDO";"AS MELHORES COISAS DO MUNDO";"2009";"LAIS BODANZKY";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"26-MAR-10"
"473804";"180º";"180º";"2010";"EDUARDO VAISMAN";"LIMITE PRODUÇÕES LTDA";"03.847.111/0001-26";"06-SEP-11"
"488699";"EX ISTO";"EX ISTO";"2010";"CLAUDIO GONTIJO GUIMARAES";"INSTITUTO ITAÚ CULTURAL";"57.119.000/0001-22";"03-AUG-11"
"17002392";"AVATAR "SPECIAL EDITION"";"AVATAR "EDIÇÃO ESPECIAL"";"2009";"JAMES CAMERON";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"05-OCT-10"
"527673";"ESPERANDO TELÊ";"ESPERANDO TELÊ";"2009";"RUBENS ARNALDO REWALD";"CONFEITARIA DE CINEMA COMUNICAÇÕES LTDA";"58.496.571/0001-49";"30-MAR-11"
"536850";"ESTRADA REAL DA CACHAÇA";"ESTRADA REAL DA CACHAÇA";"2009";"PEDRO URANO DE CARVALHO";"VITRINE FILMES EIRELI - ME";"11.620.976/0001-83";"06-APR-11"
"16002396";"DEAD MEN DON´T WEAR RUBBERS";"CASOS SECRETOS DE UMA FÊMEA FATAL";"2008";"JACK ROCKER";"F. J. VIDEO LTDA";"53.625.075/0001-24";"03-JUN-15"
"16002196";"GAINSBOURG VIE HEROIQUE";"GAINSBOURG - O HOMEM QUE AMAVA AS MULHERES";"2010";"JOANN SFAR";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"10-MAY-11"
"16006382";"X-MEN: FIRST CLASS";"X-MEN: PRIMEIRA CLASSE";"2011";"MATTHEW VAUGHN";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"30-MAY-11"
"16006274";"SUBMARINO";"SUBMARINO";"2010";"THOMAS VINTERBERG";"FREDERICO DA CRUZ MACHADO - ME";"03.553.092/0001-25";"03-JUN-15"
"576263";"PRAZERES OBSCENOS";"PRAZERES OBSCENOS";"2008";"JULIANO COSTA BENDAZOLI";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"03-JUN-15"
"576274";"GAROTAS SENSUAIS";"GAROTAS SENSUAIS";"2008";"JULIANO COSTA BENDAZOLI";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"28-MAY-12"
"14025952";"COWBOYS & ALIENS";"COWBOYS & ALIENS";"2011";"JON FAVREAU";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"28-JUL-11"
"15002036";"11-11-11";"11-11-11";"2011";"DARREN LYNN BOUSMAN";"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA";"12.452.477/0001-97";"03-JUN-15"
"16002122";"CUM STAINED CASTING COUCH 7";"TRANSA NO SOFA 7";"2006";"JOHN STRONG";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"18-OCT-11"
"15003073";"UN ÉTÉ BRÛLANT";"UM VERÃO ESCALDANTE";"2011";"PHILIPPE GARREL";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"27-MAR-12"
"689394";"MUNDO INVISÍVEL";"MUNDO INVISÍVEL";"2012";"ROBERTO GARCIA BRANT DE CARVALHO";"RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.";"08.346.733/0001-94";"20-MAY-13"
"689394";"MUNDO INVISÍVEL";"MUNDO INVISÍVEL";"2012";"MARIA DE MEDEIROS ESTEVES";"RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.";"08.346.733/0001-94";"20-MAY-13"
"689394";"MUNDO INVISÍVEL";"MUNDO INVISÍVEL";"2012";"MANOEL DE OLIVEIRA FILHO";"RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.";"08.346.733/0001-94";"20-MAY-13"
"16001870";"LE MOINE";"O MONGE";"2011";"DOMINIK MOLL";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"03-JUN-15"
"15002741";"SKYFALL";"007 - OPERAÇÃO SKYFALL";"2012";"SAM MENDES";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"09-AUG-12"
"722597";"SEXO IN THE CITY";"SEXO IN THE CITY";"2013";"BERNARDO PRADO LOPES PALMEIRO";"OS MELHORES DO MUNDO PRODUÇÕES ARTÍSTICAS LTDA";"01.926.109/0001-17";"12-FEB-14"
"715912";"CUICA DE SANTO AMARO";"CUICA DE SANTO AMARO";"2012";"JOEL DE ALMEIDA";"DOC FILMES PRODUÇÕES AUDIOVISUAIS LTDA ME";"07.718.282/0001-06";"02-JUN-15"
"15005765";"THE HANGOVER III";"SE BEBER, NÃO CASE! PARTE III";"2013";"TODD PHILLIPS";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"17-MAY-13"
"15008446";"BRASSERIE ROMANTIEK";"BISTRÔ ROMANTIQUE";"2013";"JOËL VANHOEBROUCK";" ESFERA PRODUÇÕES CULTURAIS EIRELI - EPP";"11.579.388/0001-43";"03-JUN-15"
"281088";"RISCO LUCIO COSTA E A UTOPIA MODERNA, O";"RISCO LUCIO COSTA E A UTOPIA MODERNA, O";"2003";"GERALDO LIMA FRUCTUOSO DA MOTTA FILHO";"BANG BANG FILMES PRODUÇÕES EIRELI";"01.230.968/0001-77";"08-AUG-08"
"15006925";"THOR: THE DARK WORLD";"THOR: MUNDO SOMBRIO";"2013";"ALAN TAYLOR";"THE WALT DISNEY COMPANY (BRASIL) LTDA.";"73.042.962/0001-87";"26-SEP-13"
"15004123";"CLOUD ATLAS";"A VIAGEM";"2012";"LANA WACHOWSKI";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"03-JUN-15"
"15004123";"CLOUD ATLAS";"A VIAGEM";"2012";"ANDY WACHOWSKI";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"03-JUN-15"
"720851";"LATITUDES";"LATITUDES";"2013";"FELIPE FERNANDES BRAGA";"LOSBRAGAS PRODUÇÕES LTDA";"06.967.225/0001-06";"16-JUL-14"
"4820";"SIGNS";"SINAIS";"2002";"M.NIGHT SHYAMALAN";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"15-JUL-02"
"4727";"FEARDOTCOM";"MEDOPONTOCOM";"2002";"WILLIAM MALONE";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"16-AUG-02"
"14025961";"A GOOD DAY TO DIE HARD";"DURO DE MATAR: UM BOM DIA PARA MORRER";"2013";"JOHN MOORE";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"06-FEB-13"
"14025163";"ANNA KARENINA";"ANNA KARENINA";"2012";"JOE WRIGHT";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"28-JAN-13"
"715086";"EM BUSCA DE IARA";"EM BUSCA DE IARA";"2013";"FLAVIO COUTINHO DE SENNA FREDERICO";"KINOSCÓPIO CINEMATOGRÁFICA E COMÉRCIO LTDA - EPP";"02.395.043/0001-49";"10-FEB-14"
"722116";"DON GIOVANNI";"DON GIOVANNI";"2014";"KASPER HOLTEN";"CINEMARK BRASIL S.A";"00.779.721/0001-41";"29-JAN-14"
"15008424";"TOKYO KAZOKU";"UMA FAMÍLIA EM TÓQUIO";"2013";"YOJI YAMADA";" ESFERA PRODUÇÕES CULTURAIS EIRELI - EPP";"11.579.388/0001-43";"09-JAN-14"
"16001914";"PUSSCATS NEEDY";"GATINHAS CARENTES";"2006";"ROY ROGERS";"F. J. VIDEO LTDA";"53.625.075/0001-24";"16-JAN-13"
"15001474";"NIGHT AT THE MUSEUM: SECRET OF THE TOMB";"UMA NOITE NO MUSEU 3 : O SEGREDO DA TUMBA";"2014";"SHAWN LEVY";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"16-OCT-14"
"15006703";"POUR UNE FEMME";"POR UMA MULHER";"2013";"DIANE KURYS";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"22-AUG-14"
"16001333";"BWAKAW";"BWAKAW";"2012";"JUN ROBLES LANA";"MOSTRA INTERNACIONAL DE CINEMA LTDA";"52.009.305/0001-68";"28-DEC-16"
"14026747";"THE EQUALIZER";"O PROTETOR";"2014";"ANTOINE FUQUA";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"22-AUG-14"
"29631";"ESTAMIRA";"ESTAMIRA";"2004";"MARCOS PRADO";"ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.";"01.803.185/0001-35";"02-AUG-06"
"7208";"BICHO DE SETE CABEÇAS";"BICHO DE SETE CABEÇAS";"2000";"LAÍS BODANZKY";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"11-JAN-10"
"4748";"HOLES";"A SER DEFINIDO";"2003";"NEIL JORDAN";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"07-JAN-03"
"14026086";"JOHNNY ENGLISH";"JOHNNY ENGLISH";"2003";"PETER HOWITT";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"02-APR-03"
"15215";"21 GRAMS";"21 GRAMAS";"2003";"ALEJANDRO GONZALEZ INARRITU";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"24-NOV-03"
"14027444";"SOMETHING´S GOTTA GIVE";"ALGUÉM TEM QUE CEDER";"2003";"NANCY MEYERS";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"10-JUL-09"
"11889";"GARFIELD - THE MOVIE";"GARFIELD - O FILME";"2004";"PETER HEWITT";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"29-JUN-04"
"14026418";"MAR ADENTRO";"MAR ADENTRO";"2004";"ALEJANDRO AMENÁBAR";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"28-DEC-04"
"5925";"MONDOVINO";"MONDOVINO";"2004";"JONATHAN NOSSITER";"EBA EMPRESA BRASILEIRA DE AUDIOVISUAL S/A";"01.610.349/0001-08";"28-DEC-04"
"14026489";"THE PHANTOM OF THE OPERA";"O FANTASMA DA ÓPERA";"2004";"JOEL SCHUMACHER";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"12-JAN-05"
"15275";"THE INTERPRETER";"A INTÉRPRETE";"2005";"SYDNEY POLLACK";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"30-MAR-05"
"15015";"COISA DE MULHER";"COISA DE MULHER";"2005";"ELIANA FONSECA";"DILER & ASSOCIADOS LTDA";"00.291.470/0001-51";"29-JUL-05"
"7236";"COMIDA CASEIRA";"COMIDA CASEIRA";"2000";"V.M. JUNIOR";"INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA";"02.740.650/0001-07";"31-AUG-05"
"15033";"REINAS ( QUEENS )";"RAINHAS";"2005";"MANUEL GOMEZ PEREIRA";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"28-SEP-05"
"15055";"MEAN CREEK";"QUASE UM SEGREDO";"2004";"JACOB AARON ESTES";"ESTAÇÃO CINEMA E CULTURA LTDA";"02.745.624/0001-63";"03-NOV-05"
"15142";"HOSTEL";"O ALBERGUE";"2005";"ELI ROTH";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"09-JAN-06"
"15148";"SHUTTER";"ESPÍRITOS - A MORTE ESTÁ AO SEU LADO";"2004";"BYPARKPOOM WONGPOOM & BANJONG PISANTHANAKUN";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"31-JAN-06"
"15161";"SOPHIE SCHOLL - THE FINAL DAYS";"UMA MULHER CONTRA HITLER";"2004";"MARC ROTHEMUND";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"10-FEB-06"
"15167";"BASIC INSTINCT 2: RISK ADDICTION";"INSTINTO SELVAGEM 2";"2005";"MICHAEL CANTON JONES";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"04-APR-06"
"15211";"FACTOTUM";"FACTOTUM";"2005";"BENT HAMER";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"25-APR-06"
"29437";"LADY IN THE WATER";"A DAMA NA ÁGUA";"2006";"M.NIGHT SHYAMALAN";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"21-SEP-06"
"171715";"QUERÔ";"QUERÔ";"2006";"CARLOS CORTEZ";"GULLANE ENTRETENIMENTO S.A.";"01.378.559/0001-12";"03-APR-07"
"250216";"ROMANCE DO VAQUEIRO VOADOR";"ROMANCE DO VAQUEIRO VOADOR";"2006";"MANFREDO PEREIRA CALDAS";"FOLKINO PRODUÇÕES AUDIOVISUAIS LTDA. - ME";"01.692.311/0001-21";"19-FEB-08"
"214702";"COROA NOTA 1000";"COROA NOTA 1000";"2007";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"19-JUN-09"
"219549";"THE KINGDOM";"O REINO";"2007";"PETER BERG";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"30-OCT-07"
"237666";"CONDOR";"CONDOR";"2007";"ROBERTO GOMES MADER GONÇALVES";"FOCUS FILMS EIRELI";"05.167.381/0001-11";"13-DEC-07"
"415569";"SANDUICHE DE GENTE";"SANDUICHE DE GENTE";"2007";"PAULO SERGIO DOMINGUES";"F. J. VIDEO LTDA";"53.625.075/0001-24";"24-JAN-12"
"16005938";"L'AGE DES TÉNÈBRES";"A ERA DA INOCÊNCIA";"2007";"DENYS ARCAND";"VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA";"31.179.864/0001-46";"11-FEB-08"
"249759";"O BANHEIRO DO PAPA";"O BANHEIRO DO PAPA";"2007";"CESAR RAMON CHARLONE HERRERA";"O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.";"67.431.718/0001-03";"29-FEB-08"
"16001185";"PROM NIGHT";"A MORTE CONVIDA PARA DANÇAR";"2008";"NELSON MCCORMICK";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"28-FEB-08"
